leg_id,search_date,flight_date,starting_airport,destination_airport,fare_basis_code,travel_duration,elapsed_days,is_basic_economy,is_refundable,is_non_stop,base_fare,total_fare,seats_remaining,total_travel_distance,departure_epoch,departure_time,arrival_epoch,arrival_time,arrival_airport_code,departure_airport_code,airline_name,airline_code,equipment_description,duration_seconds,segment_distance,cabin_code,fare_bhd,day_of_week,days_between
8bc2bc1f3321265a1a945cda48465ce9,2022-04-17,2022-05-09,ORD,MIA,WA7NR,PT3H14M,1,False,False,True,5.1,30.69,0,,1652146500,2022-05-09T20:35:00.000-05:00,1652158140,2022-05-10T00:49:00.000-04:00,MIA,ORD,Spirit Airlines,NK,AIRBUS INDUSTRIE A321 SHARKLETS,11640,,coach,11.53944,Monday,22
e4a446c15496c0b1386509a7a27f5b67,2022-04-17,2022-05-03,ORD,MIA,WA7NR,PT3H9M,0,False,False,True,5.1,30.69,0,,1651618800,2022-05-03T18:00:00.000-05:00,1651630140,2022-05-03T22:09:00.000-04:00,MIA,ORD,Spirit Airlines,NK,AIRBUS INDUSTRIE A321 SHARKLETS,11340,,coach,11.53944,Tuesday,16
ff0a4e411225858a5808b471bd10379a,2022-04-24,2022-05-11,ORD,MIA,WA7NR,PT3H14M,1,False,False,True,5.1,30.69,0,,1652319300,2022-05-11T20:35:00.000-05:00,1652330940,2022-05-12T00:49:00.000-04:00,MIA,ORD,Spirit Airlines,NK,AIRBUS INDUSTRIE A321 SHARKLETS,11640,,coach,11.53944,Wednesday,17
dc133e42796fa54a0c6f36f557b56a23,2022-04-18,2022-05-05,ORD,MIA,WA7NR,PT3H14M,1,False,False,True,5.1,30.69,0,,1651800900,2022-05-05T20:35:00.000-05:00,1651812540,2022-05-06T00:49:00.000-04:00,MIA,ORD,Spirit Airlines,NK,AIRBUS INDUSTRIE A321 SHARKLETS,11640,,coach,11.53944,Thursday,17
386ec53b4bbcd5c1ee9451bafa0cbb68,2022-04-20,2022-05-20,ORD,ATL,G7SYBZ5,PT1H57M,0,False,False,True,12.41,50.0,0,,1653083700,2022-05-20T16:55:00.000-05:00,1653090720,2022-05-20T19:52:00.000-04:00,ATL,ORD,Spirit Airlines,NK,Airbus A319,7020,,coach,18.8,Friday,30
64234dc7c8492f81e798ab0fc348a64c,2022-04-17,2022-05-21,ORD,MIA,WA7NR,PT3H14M,1,False,False,True,5.1,30.69,0,,1653183300,2022-05-21T20:35:00.000-05:00,1653194940,2022-05-22T00:49:00.000-04:00,MIA,ORD,Spirit Airlines,NK,AIRBUS INDUSTRIE A321 SHARKLETS,11640,,coach,11.53944,Saturday,34
2a9cb4355ab139be033fbb1aecaa3630,2022-04-17,2022-05-15,ORD,MIA,WA7NR,PT3H14M,1,False,False,True,5.1,30.69,0,,1652664900,2022-05-15T20:35:00.000-05:00,1652676540,2022-05-16T00:49:00.000-04:00,MIA,ORD,Spirit Airlines,NK,AIRBUS INDUSTRIE A321 SHARKLETS,11640,,coach,11.53944,Sunday,28
